,PLAYER_NAME,TEAM_ABBREVIATION,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,season
288,Kris Humphries,NJN,62,0.355,34.9,103.1,107.2,-4.1,0.073,0.76,8.9,0.11,0.217,0.163,11.8,0.481,0.539,0.191,92.01,0.122,4141,5.2,10.8,0.481,2012
289,Kurt Thomas,POR,53,0.434,15.1,97.3,97.7,-0.3,0.092,1.48,18.9,0.048,0.192,0.118,12.7,0.465,0.483,0.11,95.22,0.068,1604,1.4,3.0,0.465,2012
290,Kwame Brown,GSW,9,0.333,20.8,94.1,100.3,-6.2,0.034,0.29,5.5,0.089,0.224,0.157,19.2,0.525,0.519,0.164,96.14,0.08,372,2.3,4.4,0.525,2012
291,Kyle Korver,CHI,65,0.754,22.6,106.4,96.4,10.0,0.119,2.11,18.6,0.017,0.089,0.053,8.8,0.575,0.6,0.147,90.15,0.092,2784,2.7,6.3,0.432,2012
292,Kyle Lowry,HOU,47,0.511,32.1,103.8,102.1,1.7,0.324,2.38,29.8,0.025,0.12,0.072,12.5,0.486,0.558,0.214,94.95,0.132,2983,4.5,10.9,0.409,2012
293,Kyrie Irving,CLE,51,0.333,30.5,104.1,109.8,-5.6,0.324,1.72,21.8,0.027,0.099,0.061,12.7,0.517,0.566,0.275,94.31,0.138,3066,6.9,14.6,0.469,2012
294,Kyrylo Fesenko,IND,3,1.0,5.7,111.4,97.0,14.5,0.1,0.0,11.1,0.105,0.412,0.25,0.0,0.4,0.524,0.195,96.09,0.214,35,0.7,1.7,0.4,2012
295,LaMarcus Aldridge,POR,55,0.473,36.3,105.9,102.1,3.8,0.128,1.21,10.2,0.077,0.154,0.115,8.5,0.513,0.56,0.269,92.11,0.148,3828,8.8,17.1,0.512,2012
296,Lamar Odom,DAL,50,0.62,20.5,97.5,102.6,-5.1,0.136,1.6,15.7,0.035,0.165,0.101,9.8,0.393,0.423,0.197,93.38,0.066,2010,2.5,7.0,0.352,2012
297,Lance Stephenson,IND,42,0.595,10.5,98.3,102.2,-3.9,0.174,1.28,21.4,0.025,0.098,0.059,16.7,0.392,0.4,0.166,94.06,0.054,870,1.1,3.0,0.376,2012
298,Lance Thomas,NOH,42,0.381,15.0,95.3,101.8,-6.5,0.033,0.5,6.3,0.083,0.128,0.106,12.6,0.452,0.541,0.133,90.4,0.06,1179,1.4,3.0,0.452,2012
299,Landry Fields,NYK,66,0.545,28.7,103.4,97.4,6.0,0.141,1.66,20.0,0.032,0.117,0.075,12.1,0.49,0.506,0.157,95.39,0.094,3756,3.6,7.8,0.46,2012
300,Larry Hughes,ORL,9,0.444,12.6,76.2,101.9,-25.7,0.13,0.58,16.7,0.009,0.036,0.022,28.6,0.25,0.262,0.145,88.96,-0.053,210,0.6,2.4,0.227,2012
301,Larry Owens,NJN,7,0.429,10.7,84.8,106.0,-21.1,0.095,2.0,21.1,0.027,0.167,0.094,10.5,0.455,0.509,0.092,94.46,0.041,145,0.6,1.6,0.364,2012
302,Larry Sanders,MIL,52,0.462,12.4,101.6,92.3,9.3,0.079,0.77,11.9,0.093,0.138,0.116,15.5,0.457,0.463,0.167,94.57,0.064,1257,1.6,3.5,0.457,2012
303,Lavoy Allen,PHI,41,0.537,15.2,96.3,92.2,4.2,0.089,1.7,15.0,0.072,0.193,0.132,8.8,0.473,0.488,0.143,90.21,0.098,1172,1.9,4.1,0.473,2012
304,Lazar Hayward,OKC,26,0.731,5.4,83.5,105.0,-21.5,0.054,0.44,7.0,0.015,0.09,0.055,15.8,0.395,0.427,0.172,95.09,0.006,279,0.5,1.5,0.342,2012
305,LeBron James,MIA,62,0.726,37.5,108.6,98.4,10.2,0.318,1.82,19.5,0.044,0.171,0.111,10.7,0.554,0.605,0.311,93.41,0.22,4533,10.0,18.9,0.531,2012
306,Leandro Barbosa,IND,64,0.469,21.6,100.3,102.9,-2.7,0.135,1.02,11.0,0.023,0.07,0.046,10.7,0.476,0.512,0.249,93.1,0.088,2693,4.2,10.0,0.425,2012
307,Lester Hudson,MEM,16,0.375,20.9,101.4,101.1,0.3,0.209,1.13,14.6,0.021,0.125,0.071,13.0,0.432,0.483,0.283,92.9,0.097,646,3.9,10.1,0.383,2012
308,Linas Kleiza,TOR,49,0.347,21.6,99.4,100.1,-0.8,0.081,0.72,8.2,0.042,0.144,0.095,11.4,0.478,0.521,0.223,91.88,0.093,2029,3.4,8.4,0.402,2012
309,Lou Amundson,IND,60,0.633,12.5,98.2,100.9,-2.7,0.033,0.31,4.6,0.116,0.175,0.144,14.9,0.43,0.438,0.166,93.88,0.058,1475,1.5,3.5,0.43,2012
310,Lou Williams,PHI,64,0.531,26.3,103.3,96.8,6.5,0.221,3.11,18.4,0.018,0.073,0.046,5.9,0.46,0.525,0.265,93.05,0.129,3269,5.0,12.2,0.407,2012
311,Luc Mbah a Moute,MIL,43,0.465,23.5,103.7,100.7,2.9,0.044,0.74,7.8,0.076,0.143,0.11,10.4,0.511,0.544,0.149,95.93,0.089,2010,3.1,6.1,0.51,2012
312,Luis Scola,HOU,66,0.515,31.3,103.9,102.2,1.7,0.118,0.92,11.0,0.061,0.151,0.106,12.0,0.491,0.526,0.246,93.71,0.104,4035,6.6,13.5,0.491,2012
313,Luke Babbitt,POR,40,0.425,13.4,97.6,111.7,-14.1,0.052,0.59,7.1,0.029,0.151,0.088,11.9,0.535,0.556,0.17,95.07,0.075,1067,1.8,4.3,0.41,2012
314,Luke Harangody,CLE,21,0.286,11.0,98.6,107.0,-8.4,0.045,1.5,7.5,0.086,0.147,0.116,5.0,0.392,0.427,0.147,90.68,0.068,431,1.1,3.1,0.354,2012
315,Luke Ridnour,MIN,53,0.453,33.0,104.0,106.2,-2.3,0.237,2.63,26.7,0.01,0.071,0.04,10.2,0.485,0.53,0.172,94.2,0.09,3438,4.6,10.4,0.44,2012
316,Luke Walton,CLE,30,0.333,12.1,93.1,100.7,-7.6,0.161,1.3,27.6,0.038,0.101,0.07,21.3,0.423,0.423,0.115,92.27,0.027,698,0.8,2.2,0.369,2012
